metric,pure,physical,soft_physical
overall_normalized_rmse,0.15994872152805328,0.15534381568431854,0.15276168286800385
a_rmse_real,0.10042306780815125,0.11640318483114243,0.11673662811517715
b_rmse_real,0.2033633291721344,0.21910212934017181,0.22676041722297668
c_rmse_real,0.5838037133216858,0.45291584730148315,0.4090431034564972
delta_rmse_real,42.99229431152344,37.8527946472168,36.16864013671875
original_masked_pde_residual_mean,0.9703018665313721,0.8251363635063171,0.7359904646873474
