File,CheckpointPath,Architecture,BaseArch,Loss,Lambda,Samples,Source_NRMSE,Source_R2,Source_PDE_Residual,Recomputed_Joint_NRMSE,Recomputed_R2,Recomputed_PDE_Residual,EvalDataset,EvalSamples,ParamScalerSource,Norm_NRMSE_a,Norm_RMSE_a,Norm_TargetMean_a,Real_NRMSE_a,Real_RMSE_a,Real_TargetMean_a,Norm_NRMSE_b,Norm_RMSE_b,Norm_TargetMean_b,Real_NRMSE_b,Real_RMSE_b,Real_TargetMean_b,Norm_NRMSE_c,Norm_RMSE_c,Norm_TargetMean_c,Real_NRMSE_c,Real_RMSE_c,Real_TargetMean_c,Norm_NRMSE_delta,Norm_RMSE_delta,Norm_TargetMean_delta,Real_NRMSE_delta,Real_RMSE_delta,Real_TargetMean_delta
PaperPINN_CNN_Flex_L4_dilated_pure_n4000_1_best.pth,paper_checkpoints\PaperPINN_CNN_Flex_L4_dilated_pure_n4000_1_best.pth,"FlexCNN (L=4, dilated)","FlexCNN (L=4, dilated)",pure,,4000,0.09515709,0.8105302453041077,0.0938305399268865,0.09515709,0.8105302453041077,0.09383053992688656,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.5316073,0.10944204,0.20587009,0.49557287,0.073258266,0.14782542,0.13247828,0.09327697,0.7040925,0.09450253,0.14541021,1.5386912,0.32121822,0.049531855,0.15420002,0.3152286,0.3412472,1.0825388,0.16785592,0.0986724,0.58783984,0.14116314,17.757477,125.79401
PaperPINN_CNN_Flex_L4_dilated_pure_n8000_1_best.pth,paper_checkpoints\PaperPINN_CNN_Flex_L4_dilated_pure_n8000_1_best.pth,"FlexCNN (L=4, dilated)","FlexCNN (L=4, dilated)",pure,,8000,0.12985238,0.4619480669498443,0.349704222202301,0.12985238,0.46194806694984436,0.349704222202301,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.2980797,0.061365698,0.20587009,0.27787435,0.04107689,0.14782542,0.07766702,0.054684766,0.7040925,0.055403315,0.08524859,1.5386912,1.4492754,0.22347829,0.15420002,1.4222519,1.5396429,1.0825388,0.11419791,0.06713008,0.58783984,0.0960381,12.0810175,125.79401
PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.0001_n8000_1_best.pth,paper_checkpoints\PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.0001_n8000_1_best.pth,"FlexCNN (L=4, maxpool) (λ=0.0001)","FlexCNN (L=4, maxpool)",physical,0.0001,8000,0.048002254,0.949835240840912,0.0708918635398149,0.048002254,0.9498352408409119,0.07089186353981494,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.2423463,0.049891856,0.20587009,0.22591893,0.03339656,0.14782542,0.050297048,0.035413776,0.7040925,0.035879064,0.0552068,1.5386912,0.2526332,0.038956046,0.15420002,0.24792261,0.26838586,1.0825388,0.0947623,0.05570506,0.58783984,0.07969307,10.024911,125.79401
PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.001_n16000_1_best.pth,paper_checkpoints\PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.001_n16000_1_best.pth,"FlexCNN (L=4, maxpool) (λ=0.001)","FlexCNN (L=4, maxpool)",physical,0.001,16000,0.03188221,0.9809067249298096,0.0181359705999493,0.03188221,0.9809067249298096,0.01813597059994936,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.13467981,0.027726544,0.20587009,0.1255506,0.01855957,0.14782542,0.038484976,0.027096983,0.7040925,0.027452974,0.042241648,1.5386912,0.114414476,0.017642714,0.15420002,0.11228102,0.12154856,1.0825388,0.07366917,0.043305676,0.58783984,0.06195413,7.793458,125.79401
PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.001_n4000_1_best.pth,paper_checkpoints\PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.001_n4000_1_best.pth,"FlexCNN (L=4, maxpool) (λ=0.001)","FlexCNN (L=4, maxpool)",physical,0.001,4000,0.07019434,0.8865106701850891,0.1789679526090622,0.07019434,0.8865106701850891,0.1789679526090622,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.3741997,0.07703652,0.20587009,0.34883472,0.051566638,0.14782542,0.08974313,0.063187465,0.7040925,0.064017676,0.09850343,1.5386912,0.389545,0.060067844,0.15420002,0.38228148,0.41383454,1.0825388,0.11219463,0.06595247,0.58783984,0.09435326,11.869075,125.79401
PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.001_n8000_1_best.pth,paper_checkpoints\PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.001_n8000_1_best.pth,"FlexCNN (L=4, maxpool) (λ=0.001)","FlexCNN (L=4, maxpool)",physical,0.001,8000,0.037941165,0.9740721583366394,0.025846242070198,0.037941165,0.9740721583366394,0.025846242070198058,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.14161986,0.029155293,0.20587009,0.13202003,0.019515915,0.14782542,0.051163934,0.036024142,0.7040925,0.036497463,0.056158323,1.5386912,0.11842055,0.018260451,0.15420002,0.11621246,0.1258045,1.0825388,0.08911238,0.052383807,0.58783984,0.07494169,9.427215,125.79401
PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.01_n2000_1_best.pth,paper_checkpoints\PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.01_n2000_1_best.pth,"FlexCNN (L=4, maxpool) (λ=0.01)","FlexCNN (L=4, maxpool)",physical,0.01,2000,0.11004038,0.7372855544090271,0.0949738676100969,0.11004038,0.7372855544090271,0.09497386761009693,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.6584426,0.13555364,0.20587009,0.6138108,0.090736836,0.14782542,0.14908385,0.10496882,0.7040925,0.10634798,0.1636367,1.5386912,0.38894325,0.059975058,0.15420002,0.3816908,0.4131951,1.0825388,0.17811823,0.10470499,0.58783984,0.1497937,18.84315,125.79401
PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.01_n8000_1_best.pth,paper_checkpoints\PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.01_n8000_1_best.pth,"FlexCNN (L=4, maxpool) (λ=0.01)","FlexCNN (L=4, maxpool)",physical,0.01,8000,0.06423477,0.912973403930664,0.0585998172163963,0.06423477,0.9129734039306641,0.05859981721639633,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.19804555,0.040771656,0.20587009,0.18462107,0.027291687,0.14782542,0.12242494,0.08619848,0.7040925,0.08733095,0.13437536,1.5386912,0.3340069,0.05150387,0.15420002,0.3277795,0.35483405,1.0825388,0.096710876,0.056850504,0.58783984,0.081331685,10.231038,125.79401
PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.1_n8000_1_best.pth,paper_checkpoints\PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.1_n8000_1_best.pth,"FlexCNN (L=4, maxpool) (λ=0.1)","FlexCNN (L=4, maxpool)",physical,0.1,8000,0.057273306,0.9333859086036682,0.0205466516427695,0.057273306,0.9333859086036682,0.020546651642769576,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.27942818,0.057525903,0.20587009,0.26048705,0.03850661,0.14782542,0.07563326,0.05325281,0.7040925,0.05395254,0.0830163,1.5386912,0.22821431,0.03519065,0.15420002,0.22395897,0.24244428,1.0825388,0.11441084,0.06725525,0.58783984,0.09621713,12.1035385,125.79401
PaperPINN_CNN_Flex_L4_maxpool_physical_lam1e-05_n8000_1_best.pth,paper_checkpoints\PaperPINN_CNN_Flex_L4_maxpool_physical_lam1e-05_n8000_1_best.pth,"FlexCNN (L=4, maxpool) (λ=1e-05)","FlexCNN (L=4, maxpool)",physical,1e-05,8000,0.054363966,0.9303677082061768,0.121746074527502,0.054363966,0.9303677082061768,0.12174607452750207,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.2819477,0.0580446,0.20587009,0.2628359,0.038853824,0.14782542,0.05968275,0.042022176,0.7040925,0.042574316,0.06550872,1.5386912,0.33649707,0.051887855,0.15420002,0.33022243,0.35747862,1.0825388,0.09161599,0.053855527,0.58783984,0.07704696,9.692046,125.79401
PaperPINN_CNN_Flex_L4_maxpool_pure_n16000_1_best.pth,paper_checkpoints\PaperPINN_CNN_Flex_L4_maxpool_pure_n16000_1_best.pth,"FlexCNN (L=4, maxpool)","FlexCNN (L=4, maxpool)",pure,,16000,0.030295597,0.983171820640564,0.018185112690553,0.030295597,0.983171820640564,0.01818511269055307,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.114309125,0.02353283,0.20587009,0.10656082,0.015752397,0.14782542,0.040593963,0.028581906,0.7040925,0.028957462,0.04455659,1.5386912,0.10417115,0.016063193,0.15420002,0.1022288,0.11066665,1.0825388,0.07019797,0.041265164,0.58783984,0.05903499,7.4262476,125.79401
PaperPINN_CNN_Flex_L4_maxpool_pure_n2000_1_best.pth,paper_checkpoints\PaperPINN_CNN_Flex_L4_maxpool_pure_n2000_1_best.pth,"FlexCNN (L=4, maxpool)","FlexCNN (L=4, maxpool)",pure,,2000,0.1120934,0.7346352338790894,0.1529546668827533,0.1120934,0.7346352338790894,0.15295466688275336,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.6203318,0.12770776,0.20587009,0.5782832,0.08548495,0.14782542,0.13538615,0.095324375,0.7040925,0.09657677,0.14860183,1.5386912,0.44581646,0.068744905,0.15420002,0.43750402,0.4736151,1.0825388,0.21170115,0.12444637,0.58783984,0.17803621,22.39589,125.79401
PaperPINN_CNN_Flex_L4_maxpool_pure_n4000_1_best.pth,paper_checkpoints\PaperPINN_CNN_Flex_L4_maxpool_pure_n4000_1_best.pth,"FlexCNN (L=4, maxpool)","FlexCNN (L=4, maxpool)",pure,,4000,0.07347605,0.8768995404243469,0.1854722062349319,0.07347605,0.8768995404243469,0.18547220623493194,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.36605957,0.075360715,0.20587009,0.34124604,0.050444838,0.14782542,0.09760374,0.06872206,0.7040925,0.06962502,0.1071314,1.5386912,0.41773343,0.0644145,0.15420002,0.4099445,0.44378084,1.0825388,0.12083374,0.071030885,0.58783984,0.101618595,12.7830105,125.79401
PaperPINN_CNN_Flex_L4_maxpool_pure_n8000_1_best.pth,paper_checkpoints\PaperPINN_CNN_Flex_L4_maxpool_pure_n8000_1_best.pth,"FlexCNN (L=4, maxpool)","FlexCNN (L=4, maxpool)",pure,,8000,0.04657883,0.9534937739372252,0.0697924855649471,0.04657883,0.9534937739372253,0.06979248556494713,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.23152728,0.04766454,0.20587009,0.2158334,0.031905662,0.14782542,0.05119012,0.03604258,0.7040925,0.036516186,0.056187134,1.5386912,0.23567955,0.03634179,0.15420002,0.2312849,0.25037488,1.0825388,0.09291997,0.054622058,0.58783984,0.07814371,9.83001,125.79401
PaperPINN_MLP_physical_lam0.1_n2000_1_best.pth,paper_checkpoints\PaperPINN_MLP_physical_lam0.1_n2000_1_best.pth,MLP (λ=0.1),MLP,physical,0.1,2000,0.20488225,0.2317680418491363,0.4431681373715401,0.20488225,0.23176804184913635,0.4431681373715401,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.83082753,0.17104255,0.20587009,0.77450997,0.11449226,0.14782542,0.24240726,0.17067714,0.7040925,0.17291966,0.26606995,1.5386912,0.6870143,0.105937615,0.15420002,0.67420375,0.7298518,1.0825388,0.48938653,0.2876809,0.58783984,0.41156295,51.772152,125.79401
PaperPINN_MLP_physical_lam0.1_n4000_1_best.pth,paper_checkpoints\PaperPINN_MLP_physical_lam0.1_n4000_1_best.pth,MLP (λ=0.1),MLP,physical,0.1,4000,0.18238749,0.3781032562255859,0.3447997151017189,0.18238749,0.37810325622558594,0.3447997151017189,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.78698635,0.16201696,0.20587009,0.7336406,0.10845073,0.14782542,0.2240055,0.1577206,0.7040925,0.15979284,0.24587183,1.5386912,0.6095939,0.09399939,0.15420002,0.5982278,0.6476048,1.0825388,0.4194154,0.24654908,0.58783984,0.35271925,44.36997,125.79401
PaperPINN_MLP_physical_lam1e-05_n16000_1_best.pth,paper_checkpoints\PaperPINN_MLP_physical_lam1e-05_n16000_1_best.pth,MLP (λ=1e-05),MLP,physical,1e-05,16000,0.16742729,0.4685145616531372,0.2800931710600853,0.16742729,0.4685145616531372,0.2800931710600853,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.68767,0.14157069,0.20587009,0.6410565,0.09476444,0.14782542,0.20410901,0.14371163,0.7040925,0.14559972,0.224033,1.5386912,0.6486968,0.10002906,0.15420002,0.63660073,0.689145,1.0825388,0.38436222,0.22594343,0.58783984,0.3232404,40.661705,125.79401
PaperPINN_MLP_physical_lam1e-05_n8000_1_best.pth,paper_checkpoints\PaperPINN_MLP_physical_lam1e-05_n8000_1_best.pth,MLP (λ=1e-05),MLP,physical,1e-05,8000,0.17453206,0.4164577722549438,0.3293114730119705,0.17453206,0.41645777225494385,0.3293114730119705,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.76377136,0.15723768,0.20587009,0.712,0.1052517,0.14782542,0.21344042,0.1502818,0.7040925,0.15225647,0.23427568,1.5386912,0.6515214,0.10046461,0.15420002,0.6393732,0.6921463,1.0825388,0.39225608,0.23058376,0.58783984,0.32987905,41.496807,125.79401
PaperPINN_MLP_pure_n16000_1_best.pth,paper_checkpoints\PaperPINN_MLP_pure_n16000_1_best.pth,MLP,MLP,pure,,16000,0.1683045,0.4611769318580627,0.32111418145895,0.1683045,0.46117693185806274,0.32111418145895004,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.6948315,0.14304502,0.20587009,0.6477324,0.09575131,0.14782542,0.20940122,0.14743783,0.7040925,0.14937478,0.22984165,1.5386912,0.65079665,0.10035285,0.15420002,0.63866204,0.69137645,1.0825388,0.38247392,0.2248334,0.58783984,0.32165238,40.46194,125.79401
PaperPINN_MLP_pure_n2000_1_best.pth,paper_checkpoints\PaperPINN_MLP_pure_n2000_1_best.pth,MLP,MLP,pure,,2000,0.20961042,0.162304401397705,0.5448413829803467,0.20961042,0.16230440139770508,0.5448413829803467,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.8498149,0.17495146,0.20587009,0.79220986,0.117108755,0.14782542,0.24214774,0.1704944,0.7040925,0.17273459,0.2657852,1.5386912,0.8639209,0.13321662,0.15420002,0.8478118,0.9177892,1.0825388,0.4873115,0.2864611,0.58783984,0.40981817,51.55267,125.79401
PaperPINN_MLP_pure_n4000_1_best.pth,paper_checkpoints\PaperPINN_MLP_pure_n4000_1_best.pth,MLP,MLP,pure,,4000,0.19194366,0.3108299374580383,0.4338030295372009,0.19194366,0.31082993745803833,0.4338030295372009,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.7741808,0.15938067,0.20587009,0.7217036,0.10668614,0.14782542,0.2390811,0.16833521,0.7040925,0.17054689,0.262419,1.5386912,0.70586234,0.10884398,0.15420002,0.6927009,0.74987566,1.0825388,0.4440809,0.26104844,0.58783984,0.37346232,46.97932,125.79401
PaperPINN_MLP_pure_n8000_1_best.pth,paper_checkpoints\PaperPINN_MLP_pure_n8000_1_best.pth,MLP,MLP,pure,,8000,0.17674085,0.4136363863945007,0.3824461197257042,0.17674085,0.41363638639450073,0.3824461197257042,turing_patterns_dataset_clean_test.npz,4000,turing_patterns_dataset_clean_test.npz,0.7319626,0.15068921,0.20587009,0.6823475,0.1008683,0.14782542,0.21943139,0.1545,0.7040925,0.15652989,0.24085115,1.5386912,0.6396663,0.09863656,0.15420002,0.6277391,0.6795519,1.0825388,0.40642756,0.23891431,0.58783984,0.3417969,42.996002,125.79401
