Timestamp,Architecture,Layers,Sampling,Samples,LossType,Lambda,NRMSE,R2,ModelFile
2026-02-09 14:47:06,L4_maxpool,4,maxpool,16000,physical,0.001,0.03188221,0.9809067249298096,PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.001_n16000_1_best.pth
2026-02-09 14:52:53,L4_maxpool,4,maxpool,16000,physical,0.0001,0.04078588,0.9662527441978456,PaperPINN_CNN_Flex_L4_maxpool_physical_lam0.0001_n16000_1_best.pth
2026-02-09 14:58:32,L4_maxpool,4,maxpool,16000,physical,1e-05,0.039731015,0.9679100513458252,PaperPINN_CNN_Flex_L4_maxpool_physical_lam1e-05_n16000_1_best.pth
2026-02-09 15:35:24,L4_dilated,4,dilated,16000,pure,0.0,0.053827904,0.9464210867881776,PaperPINN_CNN_Flex_L4_dilated_pure_n16000_1_best.pth
2026-02-09 16:13:05,L4_dilated,4,dilated,16000,physical,0.1,0.045477744,0.9587125778198242,PaperPINN_CNN_Flex_L4_dilated_physical_lam0.1_n16000_1_best.pth
2026-02-09 16:50:42,L4_dilated,4,dilated,16000,physical,0.01,0.04950797,0.9519819021224976,PaperPINN_CNN_Flex_L4_dilated_physical_lam0.01_n16000_1_best.pth
2026-02-09 17:28:20,L4_dilated,4,dilated,16000,physical,0.001,0.05755097,0.9391046762466432,PaperPINN_CNN_Flex_L4_dilated_physical_lam0.001_n16000_1_best.pth
2026-02-09 18:05:53,L4_dilated,4,dilated,16000,physical,0.0001,0.057655655,0.936920166015625,PaperPINN_CNN_Flex_L4_dilated_physical_lam0.0001_n16000_1_best.pth
2026-02-09 18:43:30,L4_dilated,4,dilated,16000,physical,1e-05,0.05762343,0.9379180669784546,PaperPINN_CNN_Flex_L4_dilated_physical_lam1e-05_n16000_1_best.pth
2026-02-10 01:40:58,L0_mlp,0,mlp,2000,pure,0.0,0.20961042,0.162304401397705,PaperPINN_MLP_pure_n2000_1_best.pth
2026-02-10 01:42:08,L0_mlp,0,mlp,2000,physical,0.1,0.20488225,0.2317680418491363,PaperPINN_MLP_physical_lam0.1_n2000_1_best.pth
2026-02-10 01:43:22,L0_mlp,0,mlp,2000,physical,0.01,0.20705518,0.2154445350170135,PaperPINN_MLP_physical_lam0.01_n2000_1_best.pth
2026-02-10 01:44:33,L0_mlp,0,mlp,2000,physical,0.001,0.20846389,0.1936797201633453,PaperPINN_MLP_physical_lam0.001_n2000_1_best.pth
2026-02-10 01:45:44,L0_mlp,0,mlp,2000,physical,0.0001,0.20552205,0.2300266325473785,PaperPINN_MLP_physical_lam0.0001_n2000_1_best.pth
2026-02-10 01:46:56,L0_mlp,0,mlp,2000,physical,1e-05,0.20495181,0.2357674837112426,PaperPINN_MLP_physical_lam1e-05_n2000_1_best.pth
2026-02-10 01:48:43,L0_mlp,0,mlp,4000,pure,0.0,0.19194366,0.3108299374580383,PaperPINN_MLP_pure_n4000_1_best.pth
2026-02-10 01:50:44,L0_mlp,0,mlp,4000,physical,0.1,0.18238749,0.3781032562255859,PaperPINN_MLP_physical_lam0.1_n4000_1_best.pth
2026-02-10 01:52:47,L0_mlp,0,mlp,4000,physical,0.01,0.18541124,0.3655769824981689,PaperPINN_MLP_physical_lam0.01_n4000_1_best.pth
2026-02-10 01:54:48,L0_mlp,0,mlp,4000,physical,0.001,0.18824148,0.3380881547927856,PaperPINN_MLP_physical_lam0.001_n4000_1_best.pth
2026-02-10 01:56:51,L0_mlp,0,mlp,4000,physical,0.0001,0.18912593,0.328517198562622,PaperPINN_MLP_physical_lam0.0001_n4000_1_best.pth
2026-02-10 01:58:51,L0_mlp,0,mlp,4000,physical,1e-05,0.1873702,0.3506567478179931,PaperPINN_MLP_physical_lam1e-05_n4000_1_best.pth
2026-02-10 02:02:02,L0_mlp,0,mlp,8000,pure,0.0,0.17674085,0.4136363863945007,PaperPINN_MLP_pure_n8000_1_best.pth
2026-02-10 02:05:44,L0_mlp,0,mlp,8000,physical,0.1,0.18485408,0.3804535269737243,PaperPINN_MLP_physical_lam0.1_n8000_1_best.pth
2026-02-10 02:09:28,L0_mlp,0,mlp,8000,physical,0.01,0.17611289,0.4213917255401611,PaperPINN_MLP_physical_lam0.01_n8000_1_best.pth
2026-02-10 02:13:11,L0_mlp,0,mlp,8000,physical,0.001,0.17601767,0.4202479720115661,PaperPINN_MLP_physical_lam0.001_n8000_1_best.pth
2026-02-10 02:16:56,L0_mlp,0,mlp,8000,physical,0.0001,0.17464583,0.4203808307647705,PaperPINN_MLP_physical_lam0.0001_n8000_1_best.pth
2026-02-10 02:20:38,L0_mlp,0,mlp,8000,physical,1e-05,0.17453206,0.4164577722549438,PaperPINN_MLP_physical_lam1e-05_n8000_1_best.pth
2026-02-10 02:26:34,L0_mlp,0,mlp,16000,pure,0.0,0.1683045,0.4611769318580627,PaperPINN_MLP_pure_n16000_1_best.pth
2026-02-10 02:33:33,L0_mlp,0,mlp,16000,physical,0.1,0.17525779,0.4256133139133453,PaperPINN_MLP_physical_lam0.1_n16000_1_best.pth
2026-02-10 02:40:32,L0_mlp,0,mlp,16000,physical,0.01,0.17361452,0.4304849505424499,PaperPINN_MLP_physical_lam0.01_n16000_1_best.pth
2026-02-10 02:47:28,L0_mlp,0,mlp,16000,physical,0.001,0.17571633,0.426706999540329,PaperPINN_MLP_physical_lam0.001_n16000_1_best.pth
2026-02-10 02:54:24,L0_mlp,0,mlp,16000,physical,0.0001,0.16864614,0.4567042887210846,PaperPINN_MLP_physical_lam0.0001_n16000_1_best.pth
2026-02-10 03:01:23,L0_mlp,0,mlp,16000,physical,1e-05,0.16742729,0.4685145616531372,PaperPINN_MLP_physical_lam1e-05_n16000_1_best.pth
